,x,y,z
130,-2.75,-7.050000190734863,-0.949999988079071
131,-2.6500000953674316,-7.050000190734863,-0.949999988079071
132,-2.549999952316284,-7.050000190734863,-0.949999988079071
133,-2.450000047683716,-7.050000190734863,-0.949999988079071
134,-2.3499999046325684,-7.050000190734863,-0.949999988079071
135,-3.049999952316284,-6.949999809265137,-0.949999988079071
136,-2.549999952316284,-6.949999809265137,-0.949999988079071
137,-2.450000047683716,-6.949999809265137,-0.949999988079071
138,-2.3499999046325684,-6.949999809265137,-0.949999988079071
139,-3.1500000953674316,-6.849999904632568,-0.949999988079071
140,-3.049999952316284,-6.849999904632568,-0.949999988079071
141,-2.450000047683716,-6.849999904632568,-0.949999988079071
142,-2.1500000953674316,-6.849999904632568,-0.949999988079071
143,-2.049999952316284,-6.849999904632568,-0.949999988079071
144,-1.9500000476837158,-6.849999904632568,-0.949999988079071
145,-2.450000047683716,-6.75,-0.949999988079071
146,-2.3499999046325684,-6.75,-0.949999988079071
147,-2.25,-6.75,-0.949999988079071
148,-2.049999952316284,-6.75,-0.949999988079071
149,-2.25,-6.550000190734863,-0.949999988079071
150,-2.6500000953674316,-6.449999809265137,-0.949999988079071
151,-1.850000023841858,-7.150000095367432,-0.8500000238418579
152,-1.75,-7.150000095367432,-0.8500000238418579
153,-2.3499999046325684,-7.050000190734863,-0.8500000238418579
154,-2.25,-7.050000190734863,-0.8500000238418579
155,-2.1500000953674316,-7.050000190734863,-0.8500000238418579
156,-2.049999952316284,-7.050000190734863,-0.8500000238418579
157,-1.9500000476837158,-7.050000190734863,-0.8500000238418579
158,-1.850000023841858,-7.050000190734863,-0.8500000238418579
159,-2.450000047683716,-6.949999809265137,-0.8500000238418579
160,-2.3499999046325684,-6.949999809265137,-0.8500000238418579
161,-3.1500000953674316,-6.849999904632568,-0.8500000238418579
162,-3.049999952316284,-6.849999904632568,-0.8500000238418579
163,-2.950000047683716,-6.849999904632568,-0.8500000238418579
164,-2.8499999046325684,-6.849999904632568,-0.8500000238418579
165,-3.049999952316284,-6.75,-0.8500000238418579
166,-2.1500000953674316,-6.75,-0.8500000238418579
167,-2.049999952316284,-6.75,-0.8500000238418579
168,-2.75,-6.650000095367432,-0.8500000238418579
169,-2.6500000953674316,-6.650000095367432,-0.8500000238418579
170,-2.549999952316284,-6.650000095367432,-0.8500000238418579
171,-2.3499999046325684,-6.650000095367432,-0.8500000238418579
172,-2.25,-6.650000095367432,-0.8500000238418579
173,-2.6500000953674316,-6.550000190734863,-0.8500000238418579
174,-2.450000047683716,-6.550000190734863,-0.8500000238418579
175,-2.3499999046325684,-6.550000190734863,-0.8500000238418579
176,-2.25,-6.550000190734863,-0.8500000238418579
177,-2.950000047683716,-6.849999904632568,-0.75
178,-2.8499999046325684,-6.849999904632568,-0.75
179,-2.75,-6.849999904632568,-0.75
180,-2.6500000953674316,-6.849999904632568,-0.75
181,-2.549999952316284,-6.849999904632568,-0.75
182,-2.450000047683716,-6.849999904632568,-0.75
183,-1.850000023841858,-6.849999904632568,-0.75
184,-1.75,-6.849999904632568,-0.75
185,-2.3499999046325684,-6.75,-0.75
186,-1.9500000476837158,-6.75,-0.75
187,-1.850000023841858,-6.75,-0.75
188,-1.75,-6.75,-0.75
189,-2.25,-6.650000095367432,-0.75
190,-2.1500000953674316,-6.650000095367432,-0.75
191,-2.049999952316284,-6.650000095367432,-0.75
192,-1.9500000476837158,-6.650000095367432,-0.75
193,-1.850000023841858,-6.650000095367432,-0.75
194,-2.3499999046325684,-6.550000190734863,-0.75
195,-2.25,-6.550000190734863,-0.75
196,-2.1500000953674316,-6.550000190734863,-0.75
197,-2.1500000953674316,-6.849999904632568,-0.6499999761581421
198,-2.049999952316284,-6.849999904632568,-0.6499999761581421
199,-2.3499999046325684,-6.75,-0.6499999761581421
200,-2.25,-6.75,-0.6499999761581421
201,-2.1500000953674316,-6.75,-0.6499999761581421
202,-2.950000047683716,-6.650000095367432,-0.6499999761581421
203,-2.8499999046325684,-6.650000095367432,-0.6499999761581421
204,-1.9500000476837158,-6.650000095367432,-0.6499999761581421
205,-2.450000047683716,-6.550000190734863,-0.6499999761581421
206,-2.3499999046325684,-6.550000190734863,-0.6499999761581421
207,-2.25,-6.550000190734863,-0.6499999761581421
208,-2.1500000953674316,-6.550000190734863,-0.6499999761581421
209,-2.049999952316284,-6.550000190734863,-0.6499999761581421
210,-1.9500000476837158,-6.550000190734863,-0.6499999761581421
211,-2.549999952316284,-6.449999809265137,-0.6499999761581421
212,-2.25,-6.449999809265137,-0.6499999761581421
213,-2.049999952316284,-6.449999809265137,-0.6499999761581421
214,-2.3499999046325684,-6.75,-0.550000011920929
215,-2.8499999046325684,-6.650000095367432,-0.550000011920929
216,-2.75,-6.650000095367432,-0.550000011920929
217,-2.6500000953674316,-6.650000095367432,-0.550000011920929
218,-2.549999952316284,-6.650000095367432,-0.550000011920929
219,-2.450000047683716,-6.650000095367432,-0.550000011920929
220,-2.3499999046325684,-6.650000095367432,-0.550000011920929
221,-1.649999976158142,-6.650000095367432,-0.550000011920929
222,-1.9500000476837158,-6.550000190734863,-0.550000011920929
223,-1.850000023841858,-6.550000190734863,-0.550000011920929
224,-1.75,-6.550000190734863,-0.550000011920929
225,-1.649999976158142,-6.550000190734863,-0.550000011920929
226,-2.049999952316284,-6.449999809265137,-0.550000011920929
227,-1.9500000476837158,-6.449999809265137,-0.550000011920929
228,-1.850000023841858,-6.449999809265137,-0.550000011920929
229,-1.850000023841858,-6.449999809265137,-0.44999998807907104
230,-1.75,-6.449999809265137,-0.44999998807907104
231,-1.649999976158142,-6.449999809265137,-0.44999998807907104
232,1.149999976158142,3.049999952316284,1.649999976158142
233,-3.950000047683716,-6.25,-1.75
234,-3.8499999046325684,-6.25,-1.75
235,-3.75,-6.349999904632568,-1.649999976158142
236,-3.6500000953674316,-6.349999904632568,-1.649999976158142
237,-3.549999952316284,-6.349999904632568,-1.649999976158142
238,-3.450000047683716,-6.349999904632568,-1.649999976158142
239,-3.3499999046325684,-6.349999904632568,-1.649999976158142
240,-3.8499999046325684,-6.25,-1.649999976158142
241,-3.75,-6.25,-1.649999976158142
242,-3.6500000953674316,-6.25,-1.649999976158142
243,-3.950000047683716,-6.050000190734863,-1.649999976158142
244,-3.8499999046325684,-5.949999809265137,-1.649999976158142
245,-4.050000190734863,-5.849999904632568,-1.649999976158142
246,-3.950000047683716,-5.849999904632568,-1.649999976158142
247,-4.150000095367432,-5.75,-1.649999976158142
248,-4.050000190734863,-5.75,-1.649999976158142
249,-3.25,-6.75,-1.5499999523162842
250,-3.25,-6.650000095367432,-1.5499999523162842
251,-3.3499999046325684,-6.550000190734863,-1.5499999523162842
252,-3.25,-6.550000190734863,-1.5499999523162842
253,-3.3499999046325684,-6.449999809265137,-1.5499999523162842
254,-3.25,-6.449999809265137,-1.5499999523162842
255,-3.950000047683716,-6.650000095367432,-1.4500000476837158
256,-3.25,-6.650000095367432,-1.4500000476837158
257,-3.549999952316284,-6.550000190734863,-1.4500000476837158
258,-3.450000047683716,-6.550000190734863,-1.4500000476837158
259,-3.3499999046325684,-6.550000190734863,-1.4500000476837158
260,-3.549999952316284,-6.449999809265137,-1.4500000476837158
261,-3.450000047683716,-6.449999809265137,-1.4500000476837158
262,-3.549999952316284,-6.949999809265137,-1.350000023841858
263,-3.6500000953674316,-6.75,-1.350000023841858
264,-3.549999952316284,-6.75,-1.350000023841858
265,-3.450000047683716,-6.75,-1.350000023841858
266,-3.950000047683716,-6.650000095367432,-1.350000023841858
267,-3.8499999046325684,-6.650000095367432,-1.350000023841858
268,-3.75,-6.650000095367432,-1.350000023841858
269,-3.6500000953674316,-6.650000095367432,-1.350000023841858
270,-3.950000047683716,-6.550000190734863,-1.350000023841858
271,-3.25,-6.449999809265137,-1.350000023841858
272,-3.549999952316284,-6.949999809265137,-1.25
273,-3.450000047683716,-6.949999809265137,-1.25
274,-3.25,-6.949999809265137,-1.25
275,-4.050000190734863,-6.849999904632568,-1.25
276,-3.950000047683716,-6.849999904632568,-1.25
277,-3.8499999046325684,-6.849999904632568,-1.25
278,-3.450000047683716,-6.849999904632568,-1.25
279,-3.3499999046325684,-6.849999904632568,-1.25
280,-3.25,-6.849999904632568,-1.25
281,-3.450000047683716,-6.75,-1.25
282,-3.549999952316284,-6.650000095367432,-1.25
283,-3.549999952316284,-6.550000190734863,-1.25
284,-3.3499999046325684,-6.949999809265137,-1.149999976158142
285,-3.25,-6.949999809265137,-1.149999976158142
286,-3.950000047683716,-6.849999904632568,-1.149999976158142
287,-3.8499999046325684,-6.849999904632568,-1.149999976158142
288,-3.75,-6.849999904632568,-1.149999976158142
289,-3.549999952316284,-6.849999904632568,-1.149999976158142
290,-3.450000047683716,-6.849999904632568,-1.149999976158142
291,-3.3499999046325684,-6.849999904632568,-1.149999976158142
292,-3.549999952316284,-6.75,-1.149999976158142
293,-3.450000047683716,-6.75,-1.149999976158142
294,-3.950000047683716,-6.550000190734863,-1.149999976158142
295,-4.050000190734863,-6.449999809265137,-1.149999976158142
296,-3.950000047683716,-6.449999809265137,-1.149999976158142
297,-3.3499999046325684,-7.050000190734863,-1.0499999523162842
298,-3.25,-7.050000190734863,-1.0499999523162842
299,-3.3499999046325684,-6.949999809265137,-1.0499999523162842
300,-3.3499999046325684,-6.849999904632568,-1.0499999523162842
301,-3.450000047683716,-6.849999904632568,-0.949999988079071
302,-3.3499999046325684,-6.849999904632568,-0.949999988079071
303,-3.25,-6.849999904632568,-0.949999988079071
304,1.850000023841858,4.349999904632568,1.75
305,1.9500000476837158,4.349999904632568,1.75
306,2.049999952316284,4.349999904632568,1.75
307,1.9500000476837158,4.449999809265137,1.75
308,1.75,4.349999904632568,1.9500000476837158
309,1.850000023841858,4.349999904632568,1.9500000476837158
310,1.9500000476837158,4.349999904632568,1.9500000476837158
311,1.649999976158142,4.349999904632568,2.049999952316284
312,1.649999976158142,4.449999809265137,2.049999952316284
313,1.75,4.449999809265137,2.049999952316284
314,-0.550000011920929,4.849999904632568,1.850000023841858
315,-1.5499999523162842,4.849999904632568,2.3499999046325684
316,-0.75,4.550000190734863,1.649999976158142
317,-0.6499999761581421,4.550000190734863,1.649999976158142
318,-0.550000011920929,4.550000190734863,1.649999976158142
319,-0.44999998807907104,4.550000190734863,1.649999976158142
320,-0.3499999940395355,4.550000190734863,1.649999976158142
321,-0.25,4.550000190734863,1.649999976158142
322,-0.15000000596046448,4.550000190734863,1.649999976158142
323,-0.05000000074505806,4.550000190734863,1.649999976158142
324,-1.5499999523162842,4.650000095367432,1.649999976158142
325,-1.4500000476837158,4.650000095367432,1.649999976158142
326,-1.350000023841858,4.650000095367432,1.649999976158142
327,-1.25,4.650000095367432,1.649999976158142
328,-1.149999976158142,4.650000095367432,1.649999976158142
329,-1.0499999523162842,4.650000095367432,1.649999976158142
330,-0.949999988079071,4.650000095367432,1.649999976158142
331,-0.8500000238418579,4.650000095367432,1.649999976158142
332,-0.75,4.650000095367432,1.649999976158142
333,-0.6499999761581421,4.650000095367432,1.649999976158142
334,-0.550000011920929,4.650000095367432,1.649999976158142
335,-0.44999998807907104,4.650000095367432,1.649999976158142
336,-1.4500000476837158,4.75,1.649999976158142
337,-1.25,4.75,1.649999976158142
338,-0.75,4.550000190734863,1.75
339,-0.6499999761581421,4.550000190734863,1.75
340,-0.550000011920929,4.550000190734863,1.75
341,-0.44999998807907104,4.550000190734863,1.75
342,-0.3499999940395355,4.550000190734863,1.75
343,-0.25,4.550000190734863,1.75
344,-0.15000000596046448,4.550000190734863,1.75
345,-0.05000000074505806,4.550000190734863,1.75
346,-1.5499999523162842,4.650000095367432,1.75
347,-1.4500000476837158,4.650000095367432,1.75
348,-1.350000023841858,4.650000095367432,1.75
349,-1.25,4.650000095367432,1.75
350,-1.149999976158142,4.650000095367432,1.75
351,-1.0499999523162842,4.650000095367432,1.75
352,-0.949999988079071,4.650000095367432,1.75
353,-0.8500000238418579,4.650000095367432,1.75
354,-0.75,4.650000095367432,1.75
355,-0.6499999761581421,4.650000095367432,1.75
356,-0.550000011920929,4.650000095367432,1.75
357,-0.44999998807907104,4.650000095367432,1.75
358,-0.3499999940395355,4.650000095367432,1.75
359,-0.25,4.650000095367432,1.75
360,-1.5499999523162842,4.75,1.75
361,-1.4500000476837158,4.75,1.75
362,-1.350000023841858,4.75,1.75
363,-0.550000011920929,4.550000190734863,1.850000023841858
364,-0.44999998807907104,4.550000190734863,1.850000023841858
365,-0.3499999940395355,4.550000190734863,1.850000023841858
366,-0.25,4.550000190734863,1.850000023841858
367,-0.15000000596046448,4.550000190734863,1.850000023841858
368,-0.05000000074505806,4.550000190734863,1.850000023841858
369,-1.5499999523162842,4.650000095367432,1.850000023841858
370,-1.4500000476837158,4.650000095367432,1.850000023841858
371,-1.350000023841858,4.650000095367432,1.850000023841858
372,-1.25,4.650000095367432,1.850000023841858
373,-1.149999976158142,4.650000095367432,1.850000023841858
374,-1.0499999523162842,4.650000095367432,1.850000023841858
375,-0.949999988079071,4.650000095367432,1.850000023841858
376,-0.8500000238418579,4.650000095367432,1.850000023841858
377,-0.75,4.650000095367432,1.850000023841858
378,-0.6499999761581421,4.650000095367432,1.850000023841858
379,-0.550000011920929,4.650000095367432,1.850000023841858
380,-0.44999998807907104,4.650000095367432,1.850000023841858
381,-1.5499999523162842,4.75,1.850000023841858
382,-1.4500000476837158,4.75,1.850000023841858
383,-1.350000023841858,4.75,1.850000023841858
384,-0.550000011920929,4.550000190734863,1.9500000476837158
385,-0.44999998807907104,4.550000190734863,1.9500000476837158
386,-0.3499999940395355,4.550000190734863,1.9500000476837158
387,-0.25,4.550000190734863,1.9500000476837158
388,-0.15000000596046448,4.550000190734863,1.9500000476837158
389,-0.05000000074505806,4.550000190734863,1.9500000476837158
390,-1.4500000476837158,4.650000095367432,1.9500000476837158
391,-1.350000023841858,4.650000095367432,1.9500000476837158
392,-1.25,4.650000095367432,1.9500000476837158
393,-1.149999976158142,4.650000095367432,1.9500000476837158
394,-1.0499999523162842,4.650000095367432,1.9500000476837158
395,-0.949999988079071,4.650000095367432,1.9500000476837158
396,-0.8500000238418579,4.650000095367432,1.9500000476837158
397,-0.75,4.650000095367432,1.9500000476837158
398,-0.6499999761581421,4.650000095367432,1.9500000476837158
399,-0.550000011920929,4.650000095367432,1.9500000476837158
400,-0.44999998807907104,4.650000095367432,1.9500000476837158
401,-0.3499999940395355,4.650000095367432,1.9500000476837158
402,-1.5499999523162842,4.75,1.9500000476837158
403,-1.4500000476837158,4.75,1.9500000476837158
404,-1.350000023841858,4.75,1.9500000476837158
405,-1.25,4.75,1.9500000476837158
406,-0.8500000238418579,4.550000190734863,2.049999952316284
407,-0.75,4.550000190734863,2.049999952316284
408,-0.6499999761581421,4.550000190734863,2.049999952316284
409,-0.550000011920929,4.550000190734863,2.049999952316284
410,-0.44999998807907104,4.550000190734863,2.049999952316284
411,-0.3499999940395355,4.550000190734863,2.049999952316284
412,-0.25,4.550000190734863,2.049999952316284
413,-0.15000000596046448,4.550000190734863,2.049999952316284
414,-0.05000000074505806,4.550000190734863,2.049999952316284
415,-1.25,4.650000095367432,2.049999952316284
416,-1.149999976158142,4.650000095367432,2.049999952316284
417,-1.0499999523162842,4.650000095367432,2.049999952316284
418,-0.949999988079071,4.650000095367432,2.049999952316284
419,-0.8500000238418579,4.650000095367432,2.049999952316284
420,-0.75,4.650000095367432,2.049999952316284
421,-0.6499999761581421,4.650000095367432,2.049999952316284
422,-0.550000011920929,4.650000095367432,2.049999952316284
423,-0.44999998807907104,4.650000095367432,2.049999952316284
424,-1.5499999523162842,4.75,2.049999952316284
425,-1.4500000476837158,4.75,2.049999952316284
426,-1.350000023841858,4.75,2.049999952316284
427,-1.25,4.75,2.049999952316284
428,-1.149999976158142,4.75,2.049999952316284
429,-1.350000023841858,4.75,2.1500000953674316
430,-1.25,4.75,2.1500000953674316
431,-1.149999976158142,4.75,2.1500000953674316
432,-1.0499999523162842,4.75,2.1500000953674316
433,-1.5499999523162842,4.75,2.3499999046325684
434,-1.4500000476837158,4.75,2.3499999046325684
435,-1.350000023841858,4.75,2.3499999046325684
436,2.8499999046325684,-7.75,-0.75
437,2.8499999046325684,-7.650000095367432,-0.75
438,2.8499999046325684,-7.550000190734863,-0.75
439,2.8499999046325684,-7.550000190734863,-0.6499999761581421
440,2.8499999046325684,-7.449999809265137,-0.6499999761581421
441,2.8499999046325684,-7.349999904632568,-0.6499999761581421
442,-11.449999809265137,-2.450000047683716,1.649999976158142
443,-11.350000381469727,-2.450000047683716,1.649999976158142
444,-11.350000381469727,-3.049999952316284,1.75
445,3.25,-0.75,0.05000000074505806
446,3.25,-0.550000011920929,0.05000000074505806
447,3.25,-0.44999998807907104,0.05000000074505806
448,3.25,-0.3499999940395355,0.05000000074505806
449,3.25,-0.25,0.05000000074505806
450,3.25,-0.15000000596046448,0.05000000074505806
451,3.25,-0.05000000074505806,0.05000000074505806
452,3.25,-0.44999998807907104,0.15000000596046448
453,3.25,-0.3499999940395355,0.15000000596046448
454,3.25,-0.25,0.15000000596046448
455,3.25,-0.15000000596046448,0.15000000596046448
456,3.25,-0.05000000074505806,0.15000000596046448
457,3.25,-0.550000011920929,0.25
458,3.25,-0.44999998807907104,0.25
459,3.25,-0.3499999940395355,0.25
460,3.25,-0.25,0.25
461,3.25,-0.15000000596046448,0.25
462,3.25,-0.05000000074505806,0.25
463,3.25,-0.44999998807907104,0.3499999940395355
464,3.25,-0.3499999940395355,0.3499999940395355
465,3.25,-0.25,0.3499999940395355
466,3.25,-0.15000000596046448,0.3499999940395355
467,3.25,-0.05000000074505806,0.3499999940395355
468,3.25,-0.550000011920929,0.44999998807907104
469,3.25,-0.44999998807907104,0.44999998807907104
470,3.25,-0.3499999940395355,0.44999998807907104
471,3.25,-0.25,0.44999998807907104
472,3.25,-0.15000000596046448,0.44999998807907104
473,3.25,-0.05000000074505806,0.44999998807907104
474,3.25,-0.44999998807907104,0.550000011920929
475,3.25,-0.3499999940395355,0.550000011920929
476,3.25,-0.25,0.550000011920929
477,3.25,-0.15000000596046448,0.550000011920929
478,3.25,-0.05000000074505806,0.550000011920929
479,3.25,-0.550000011920929,0.6499999761581421
480,3.25,-0.44999998807907104,0.6499999761581421
481,3.25,-0.3499999940395355,0.6499999761581421
482,3.25,-0.25,0.6499999761581421
483,3.25,-0.15000000596046448,0.6499999761581421
484,3.25,-0.05000000074505806,0.6499999761581421
485,3.25,-0.550000011920929,0.75
486,3.25,-0.44999998807907104,0.75
487,3.25,-0.3499999940395355,0.75
488,3.25,-0.25,0.75
489,3.25,-0.15000000596046448,0.75
490,3.25,-0.05000000074505806,0.75
491,3.25,-0.75,0.8500000238418579
492,3.25,-0.550000011920929,0.8500000238418579
493,3.25,-0.44999998807907104,0.8500000238418579
494,3.25,-0.3499999940395355,0.8500000238418579
495,3.25,-0.25,0.8500000238418579
496,3.25,-0.15000000596046448,0.8500000238418579
497,3.25,-0.05000000074505806,0.8500000238418579
498,3.25,-0.550000011920929,0.949999988079071
499,3.25,-0.44999998807907104,0.949999988079071
500,3.25,-0.3499999940395355,0.949999988079071
501,3.25,-0.25,0.949999988079071
502,3.25,-0.15000000596046448,0.949999988079071
503,3.25,-0.05000000074505806,0.949999988079071
504,3.25,-0.44999998807907104,1.0499999523162842
505,3.25,-0.3499999940395355,1.0499999523162842
506,3.25,-0.25,1.0499999523162842
507,3.25,-0.15000000596046448,1.0499999523162842
508,3.25,-0.05000000074505806,1.0499999523162842
509,3.25,-0.3499999940395355,1.149999976158142
510,3.25,-0.25,1.149999976158142
511,3.25,-0.15000000596046448,1.149999976158142
512,3.25,-0.05000000074505806,1.149999976158142
513,3.25,-0.25,1.25
514,3.25,-0.15000000596046448,1.25
515,3.25,-0.05000000074505806,1.25
516,3.25,-0.6499999761581421,1.350000023841858
517,3.25,-0.15000000596046448,1.350000023841858
518,3.25,-0.550000011920929,1.4500000476837158
519,3.25,-0.44999998807907104,1.4500000476837158
520,3.25,-0.3499999940395355,1.4500000476837158
521,3.25,-0.25,1.4500000476837158
522,3.25,-0.15000000596046448,1.4500000476837158
523,2.3499999046325684,-1.5499999523162842,0.05000000074505806
524,2.450000047683716,-1.350000023841858,0.05000000074505806
525,3.1500000953674316,-0.8500000238418579,0.05000000074505806
526,3.1500000953674316,-0.75,0.05000000074505806
527,3.1500000953674316,-0.6499999761581421,0.05000000074505806
528,3.1500000953674316,-0.550000011920929,0.05000000074505806
529,3.1500000953674316,-0.44999998807907104,0.05000000074505806
530,2.3499999046325684,-1.5499999523162842,0.15000000596046448
